config_id,category,parameter,expected_value,actual_value,is_compliant,is_vulnerable,severity,cis_reference,timestamp,feature_network_exposed,feature_affects_auth,feature_critical_file,feature_root_access,feature_weak_auth,feature_kernel_hardening,feature_network_stack,feature_firewall_weak,feature_world_writable,feature_weak_protocol,feature_is_vulnerable,feature_high_risk_param,feature_category_risk,feature_ssh_risk_score,feature_perm_risk_score,feature_pwd_weakness_score,feature_combined_risk
SSH-0034,SSH,MaxAuthTries,3,4,False,True,MEDIUM,CIS-5.2.5,2026-11-20,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0054,SSH,PasswordAuthentication,no,yes,False,True,HIGH,CIS-5.2.10,2026-05-21,1,1,0,0,1,0,0,0,0,0,1,0,3,3,0,0,6
SSH-0053,SSH,Protocol,2,1,False,True,CRITICAL,CIS-5.2.2,2026-08-13,1,0,0,0,0,0,0,0,0,1,1,1,3,4,0,0,9
SSH-0049,SSH,PermitRootLogin,no,yes,False,True,CRITICAL,CIS-5.2.8,2026-02-20,1,1,0,1,0,0,0,0,0,0,1,1,3,4,0,0,9
SSH-0017,SSH,X11Forwarding,no,no,True,False,NONE,CIS-5.2.6,2026-08-19,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0038,SSH,MaxAuthTries,3,3,True,False,NONE,CIS-5.2.5,2026-11-08,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
PERM-0010,FILE_PERMISSIONS,/etc/shadow,640,666,False,True,CRITICAL,CIS-6.1.3,2026-04-05,0,0,1,0,0,0,0,0,1,0,1,1,2,0,4,0,9
SSH-0050,SSH,PermitEmptyPasswords,no,yes,False,True,CRITICAL,CIS-5.2.9,2026-11-06,1,1,0,0,1,0,0,0,0,0,1,1,3,4,0,0,8
SSH-0012,SSH,Protocol,2,2,True,False,NONE,CIS-5.2.2,2026-10-01,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
PERM-0032,FILE_PERMISSIONS,/etc/sudoers,440,660,False,True,HIGH,CIS-5.3.1,2026-03-17,0,0,1,0,0,0,0,0,0,0,1,1,2,0,2,0,3
SSH-0056,SSH,X11Forwarding,no,yes,False,True,LOW,CIS-5.2.6,2026-04-22,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0054,SSH,PermitEmptyPasswords,no,yes,False,True,CRITICAL,CIS-5.2.9,2026-05-21,1,1,0,0,1,0,0,0,0,0,1,1,3,4,0,0,8
SSH-0019,SSH,PermitEmptyPasswords,no,no,True,False,NONE,CIS-5.2.9,2026-01-25,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0028,SSH,MaxAuthTries,3,6,False,True,MEDIUM,CIS-5.2.5,2026-05-26,1,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,2
SSH-0018,SSH,PasswordAuthentication,no,no,True,False,NONE,CIS-5.2.10,2026-05-26,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0038,SSH,Protocol,2,2,True,False,NONE,CIS-5.2.2,2026-11-08,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0009,SSH,PasswordAuthentication,no,yes,False,True,HIGH,CIS-5.2.10,2026-01-01,1,1,0,0,1,0,0,0,0,0,1,0,3,3,0,0,6
SSH-0048,SSH,Protocol,2,2,True,False,NONE,CIS-5.2.2,2026-11-21,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
PERM-0019,FILE_PERMISSIONS,/etc/gshadow,640,660,False,True,HIGH,CIS-6.1.5,2026-10-15,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,2
SSH-0059,SSH,X11Forwarding,no,no,True,False,NONE,CIS-5.2.6,2026-01-26,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0018,SSH,PermitRootLogin,no,yes,False,True,CRITICAL,CIS-5.2.8,2026-05-26,1,1,0,1,0,0,0,0,0,0,1,1,3,4,0,0,9
PERM-0018,FILE_PERMISSIONS,/etc/gshadow,640,644,False,True,MEDIUM,CIS-6.1.5,2026-07-13,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0
SSH-0043,SSH,MaxAuthTries,3,3,True,False,NONE,CIS-5.2.5,2026-11-27,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
PWD-0005,PASSWORD_POLICY,PASS_MIN_LEN,14,10,False,True,HIGH,CIS-5.4.1,2026-04-18,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1
SSH-0004,SSH,Protocol,2,1,False,True,CRITICAL,CIS-5.2.2,2026-04-05,1,0,0,0,0,0,0,0,0,1,1,1,3,4,0,0,9
SSH-0036,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-04-23,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0038,SSH,PermitEmptyPasswords,no,no,True,False,NONE,CIS-5.2.9,2026-11-08,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
PERM-0047,FILE_PERMISSIONS,/etc/fstab,644,644,True,False,NONE,CIS-1.1.1,2026-08-27,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SSH-0033,SSH,X11Forwarding,no,no,True,False,NONE,CIS-5.2.6,2026-05-27,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0056,SSH,PermitEmptyPasswords,no,yes,False,True,CRITICAL,CIS-5.2.9,2026-04-22,1,1,0,0,1,0,0,0,0,0,1,1,3,4,0,0,8
SSH-0027,SSH,MaxAuthTries,3,6,False,True,MEDIUM,CIS-5.2.5,2026-06-20,1,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,2
SSH-0029,SSH,X11Forwarding,no,no,True,False,NONE,CIS-5.2.6,2026-01-24,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0016,SSH,PermitRootLogin,no,yes,False,True,CRITICAL,CIS-5.2.8,2026-07-08,1,1,0,1,0,0,0,0,0,0,1,1,3,4,0,0,9
SSH-0045,SSH,MaxAuthTries,3,3,True,False,NONE,CIS-5.2.5,2026-06-12,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0004,SSH,MaxAuthTries,3,10,False,True,MEDIUM,CIS-5.2.5,2026-04-05,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,3
SSH-0056,SSH,PermitUserEnvironment,no,yes,False,True,LOW,CIS-5.2.11,2026-04-22,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0019,SSH,Protocol,2,2,True,False,NONE,CIS-5.2.2,2026-01-25,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0046,SSH,PermitEmptyPasswords,no,no,True,False,NONE,CIS-5.2.9,2026-04-22,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0017,SSH,PermitRootLogin,no,yes,False,True,CRITICAL,CIS-5.2.8,2026-08-19,1,1,0,1,0,0,0,0,0,0,1,1,3,4,0,0,9
PWD-0002,PASSWORD_POLICY,PASS_MIN_LEN,14,6,False,True,HIGH,CIS-5.4.1,2026-09-06,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,3,6
PERM-0045,FILE_PERMISSIONS,/boot/grub/grub.cfg,400,644,False,True,MEDIUM,CIS-1.4.1,2026-10-03,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1
SSH-0016,SSH,X11Forwarding,no,no,True,False,NONE,CIS-5.2.6,2026-07-08,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0012,SSH,MaxAuthTries,3,6,False,True,MEDIUM,CIS-5.2.5,2026-10-01,1,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,2
SSH-0038,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-11-08,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0018,SSH,MaxAuthTries,3,4,False,True,MEDIUM,CIS-5.2.5,2026-05-26,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
PWD-0003,PASSWORD_POLICY,PASS_WARN_AGE,7,7,True,False,NONE,CIS-GENERAL,2026-05-17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SSH-0011,SSH,Protocol,2,2,True,False,NONE,CIS-5.2.2,2026-04-17,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0005,SSH,Protocol,2,2,True,False,NONE,CIS-5.2.2,2026-12-04,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0012,SSH,PasswordAuthentication,no,yes,False,True,HIGH,CIS-5.2.10,2026-10-01,1,1,0,0,1,0,0,0,0,0,1,0,3,3,0,0,6
SSH-0050,SSH,X11Forwarding,no,yes,False,True,LOW,CIS-5.2.6,2026-11-06,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0012,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-10-01,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0056,SSH,MaxAuthTries,3,10,False,True,MEDIUM,CIS-5.2.5,2026-04-22,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,3
SSH-0026,SSH,PasswordAuthentication,no,yes,False,True,HIGH,CIS-5.2.10,2026-02-12,1,1,0,0,1,0,0,0,0,0,1,0,3,3,0,0,6
SSH-0005,SSH,X11Forwarding,no,yes,False,True,LOW,CIS-5.2.6,2026-12-04,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0047,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-05-23,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
PWD-0010,PASSWORD_POLICY,PASS_MIN_LEN,14,8,False,True,HIGH,CIS-5.4.1,2026-06-15,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1
SSH-0044,SSH,X11Forwarding,no,no,True,False,NONE,CIS-5.2.6,2026-06-06,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0016,SSH,PasswordAuthentication,no,yes,False,True,HIGH,CIS-5.2.10,2026-07-08,1,1,0,0,1,0,0,0,0,0,1,0,3,3,0,0,6
PWD-0007,PASSWORD_POLICY,PASS_MIN_DAYS,1,1,True,False,NONE,CIS-GENERAL,2026-04-23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SSH-0030,SSH,MaxAuthTries,3,4,False,True,MEDIUM,CIS-5.2.5,2026-08-18,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0059,SSH,PermitEmptyPasswords,no,yes,False,True,CRITICAL,CIS-5.2.9,2026-01-26,1,1,0,0,1,0,0,0,0,0,1,1,3,4,0,0,8
SSH-0040,SSH,PermitEmptyPasswords,no,no,True,False,NONE,CIS-5.2.9,2026-04-28,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0039,SSH,PermitRootLogin,no,no,True,False,NONE,CIS-5.2.8,2026-05-03,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0010,SSH,PermitEmptyPasswords,no,no,True,False,NONE,CIS-5.2.9,2026-02-07,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0011,SSH,PasswordAuthentication,no,yes,False,True,HIGH,CIS-5.2.10,2026-04-17,1,1,0,0,1,0,0,0,0,0,1,0,3,3,0,0,6
SSH-0022,SSH,PermitEmptyPasswords,no,yes,False,True,CRITICAL,CIS-5.2.9,2026-05-05,1,1,0,0,1,0,0,0,0,0,1,1,3,4,0,0,8
SSH-0064,SSH,PermitEmptyPasswords,no,no,True,False,NONE,CIS-5.2.9,2026-04-21,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
FW-0007,FIREWALL,enabled,yes,no,False,True,CRITICAL,CIS-3.6.1,2026-04-01,1,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,4
SSH-0052,SSH,PermitEmptyPasswords,no,yes,False,True,CRITICAL,CIS-5.2.9,2026-04-06,1,1,0,0,1,0,0,0,0,0,1,1,3,4,0,0,8
SSH-0037,SSH,MaxAuthTries,3,3,True,False,NONE,CIS-5.2.5,2026-02-02,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0055,SSH,MaxAuthTries,3,10,False,True,MEDIUM,CIS-5.2.5,2026-12-18,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,3
SSH-0003,SSH,PermitRootLogin,no,yes,False,True,CRITICAL,CIS-5.2.8,2026-05-08,1,1,0,1,0,0,0,0,0,0,1,1,3,4,0,0,9
SSH-0029,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-01-24,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0016,SSH,PermitEmptyPasswords,no,no,True,False,NONE,CIS-5.2.9,2026-07-08,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SYSCTL-0013,SYSCTL,net.ipv4.tcp_syncookies,1,0,False,True,HIGH,CIS-3.2.8,2026-07-07,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0,0,3
SSH-0060,SSH,MaxAuthTries,3,6,False,True,MEDIUM,CIS-5.2.5,2026-06-13,1,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,2
SSH-0006,SSH,PermitEmptyPasswords,no,yes,False,True,CRITICAL,CIS-5.2.9,2026-11-24,1,1,0,0,1,0,0,0,0,0,1,1,3,4,0,0,8
SSH-0040,SSH,MaxAuthTries,3,3,True,False,NONE,CIS-5.2.5,2026-04-28,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
PERM-0024,FILE_PERMISSIONS,/etc/ssh/sshd_config,600,644,False,True,MEDIUM,CIS-5.2.1,2026-11-18,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1
SSH-0003,SSH,MaxAuthTries,3,10,False,True,MEDIUM,CIS-5.2.5,2026-05-08,1,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,3
SYSCTL-0004,SYSCTL,net.ipv4.conf.all.send_redirects,0,0,True,False,NONE,CIS-GENERAL,2026-06-03,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SSH-0022,SSH,PermitUserEnvironment,no,yes,False,True,LOW,CIS-5.2.11,2026-05-05,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0035,SSH,PasswordAuthentication,no,no,True,False,NONE,CIS-5.2.10,2026-06-19,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0062,SSH,X11Forwarding,no,yes,False,True,LOW,CIS-5.2.6,2026-04-19,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1
SSH-0046,SSH,X11Forwarding,no,no,True,False,NONE,CIS-5.2.6,2026-04-22,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
PWD-0004,PASSWORD_POLICY,PASS_MAX_DAYS,90,90,True,False,NONE,CIS-5.4.1,2026-10-14,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
SSH-0036,SSH,PermitEmptyPasswords,no,no,True,False,NONE,CIS-5.2.9,2026-04-23,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0050,SSH,PasswordAuthentication,no,no,True,False,NONE,CIS-5.2.10,2026-11-06,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0015,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-12-18,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSH-0049,SSH,Protocol,2,1,False,True,CRITICAL,CIS-5.2.2,2026-02-20,1,0,0,0,0,0,0,0,0,1,1,1,3,4,0,0,9
SSH-0052,SSH,PermitRootLogin,no,yes,False,True,CRITICAL,CIS-5.2.8,2026-04-06,1,1,0,1,0,0,0,0,0,0,1,1,3,4,0,0,9
SSH-0032,SSH,PermitUserEnvironment,no,no,True,False,NONE,CIS-5.2.11,2026-02-18,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
FW-0004,FIREWALL,enabled,yes,yes,True,False,NONE,CIS-3.6.1,2026-06-01,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1
SSH-0031,SSH,PasswordAuthentication,no,yes,False,True,HIGH,CIS-5.2.10,2026-02-13,1,1,0,0,1,0,0,0,0,0,1,0,3,3,0,0,6
